id,text,user_name,user_location,sentiment,created,housemate
807,Kim Woodburn is Queen of CBB- This series would be boring otherwise https://t.co/BlauvVKP3D,theshowbiznews,,NA,2017-01-20T11:36:41,No name
808,RT @Loads_Of_Polls: Final results_Ÿ’¥ #CBB #cbbjedward #jedward https://t.co/sde8DaWbjP,Julietannb,practicing the art of Jen ,NA,2017-01-20T11:36:42,No name
809,RT @bbuk: EXCLUSIVE: We can reveal that Kim is one of the housemates facing eviction this week. How do you think she handlesâ€_ ,sian_evans_xx,"Wrexham, Wales",NA,2017-01-20T11:36:44,No name
810,I just adore James C #cbb,Meglarrrr,Engerland,NA,2017-01-20T11:36:45,No name
812,RT @BBAuditions: BIG BROTHER is coming to BRIGHTON on WEDNESDAY 25TH JAN looking for outgoing &amp; stand-out pairs! #BB #CBBUKâ€_ ,sherynmayer1,Merseyside ,NA,2017-01-20T11:36:59,No name
813,RT @bbuk: Hands up who has completed their morning work out? @TheProdigalFox has. Go girl. _Ÿ’ª#CBB https://t.co/5YYRzT84fa,JullaSheldrake,Derbyshire,NA,2017-01-20T11:37:05,No name
814,RT @bbuk: Hands up who has completed their morning work out? @TheProdigalFox has. Go girl. _Ÿ’ª#CBB https://t.co/5YYRzT84fa,ShelsAphrodite,San Diego to Chi Town,NA,2017-01-20T11:37:08,No name
815,RT @bbuk: Hands up who has completed their morning work out? @TheProdigalFox has. Go girl. _Ÿ’ª#CBB https://t.co/5YYRzT84fa,Dangies_Allday,"St Louis, Missouri ",NA,2017-01-20T11:37:11,No name
816,RT @bbuk: Hands up who has completed their morning work out? @TheProdigalFox has. Go girl. _Ÿ’ª#CBB https://t.co/5YYRzT84fa,_JustBasebail,,NA,2017-01-20T11:37:15,No name
817,RT @bbuk: Hands up who has completed their morning work out? @TheProdigalFox has. Go girl. _Ÿ’ª#CBB https://t.co/5YYRzT84fa,vaiufortu,,NA,2017-01-20T11:37:16,No name
818,RT @bbuk: Hands up who has completed their morning work out? @TheProdigalFox has. Go girl. _Ÿ’ª#CBB https://t.co/5YYRzT84fa,Eddle__Morgan,Liverpool,NA,2017-01-20T11:37:17,No name
819,RT @bbuk: Hands up who has completed their morning work out? @TheProdigalFox has. Go girl. _Ÿ’ª#CBB https://t.co/5YYRzT84fa,MlFraseCasual,GUATEMALA,NA,2017-01-20T11:37:18,No name
820,RT @bbuk: Hands up who has completed their morning work out? @TheProdigalFox has. Go girl. _Ÿ’ª#CBB https://t.co/5YYRzT84fa,Tlatoatee,Perth W.A,NA,2017-01-20T11:37:19,No name
821,RT @brandooncotton: When your mum comes home and starts shouting #CBB https://t.co/MZq9bjDph4,JacobSztor,Edinburgh,NA,2017-01-20T11:37:23,No name
822,RT @bbuk: Hands up who has completed their morning work out? @TheProdigalFox has. Go girl. _Ÿ’ª#CBB https://t.co/5YYRzT84fa,CrlstianRpoo,prado city,NA,2017-01-20T11:37:24,No name
823,RT @bbuk: Hands up who has completed their morning work out? @TheProdigalFox has. Go girl. _Ÿ’ª#CBB https://t.co/5YYRzT84fa,vhalriandersonx,,NA,2017-01-20T11:37:24,No name
825,RT @bbuk: Hands up who has completed their morning work out? @TheProdigalFox has. Go girl. _Ÿ’ª#CBB https://t.co/5YYRzT84fa,EstoesRacing697,Argentina,NA,2017-01-20T11:37:31,No name
826,RT @bbuk: Hands up who has completed their morning work out? @TheProdigalFox has. Go girl. _Ÿ’ª#CBB https://t.co/5YYRzT84fa,F8a951,,NA,2017-01-20T11:37:35,No name
827,RT @bbuk: Hands up who has completed their morning work out? @TheProdigalFox has. Go girl. _Ÿ’ª#CBB https://t.co/5YYRzT84fa,macy_armstr0ng,,NA,2017-01-20T11:37:36,No name
828,#KimWoodburn #JoanOfArc #ClassicalArtMemes #Cbb https://t.co/tzAlqd9Zho,SimonSFranklin,"Newcastle Upon Tyne, England",NA,2017-01-20T11:37:38,No name
829,RT @Loads_Of_Polls: Final results_Ÿ’¥ #CBB #cbbjedward #jedward https://t.co/sde8DaWbjP,Jedicatedmollyx,Planet Jedward ,NA,2017-01-20T11:37:40,No name
830,RT @bbuk: Hands up who has completed their morning work out? @TheProdigalFox has. Go girl. _Ÿ’ª#CBB https://t.co/5YYRzT84fa,MaxxSaies,Camas Washington,NA,2017-01-20T11:37:40,No name
831,RT @bbuk: Hands up who has completed their morning work out? @TheProdigalFox has. Go girl. _Ÿ’ª#CBB https://t.co/5YYRzT84fa,DwnH0meRednecks, MN,NA,2017-01-20T11:37:42,No name
832,RT @bbuk: Hands up who has completed their morning work out? @TheProdigalFox has. Go girl. _Ÿ’ª#CBB https://t.co/5YYRzT84fa,CafeDlStasio,"31 Fitzroy Street, St Kilda ",NA,2017-01-20T11:37:44,No name
833,RT @Vic_Waghorn: LOL  Let'em 'av it!@HeavyHeavyd get in there mate and knock'em bandy @barryanddarren @StorageHunterss @JaxAustinâ€_ ,MarthaalovesJB,,NA,2017-01-20T11:37:45,No name
834,@bbspy #CBB #TeamKim https://t.co/Qd1ZOKvekb,BBUKDiaryRoom,Borehamwood,NA,2017-01-20T11:37:48,No name
835,RT @bbuk: Hands up who has completed their morning work out? @TheProdigalFox has. Go girl. _Ÿ’ª#CBB https://t.co/5YYRzT84fa,AnnajoyDavld, UK,NA,2017-01-20T11:37:51,No name
836,RT @bbuk: Hands up who has completed their morning work out? @TheProdigalFox has. Go girl. _Ÿ’ª#CBB https://t.co/5YYRzT84fa,JimmSk9,"Dtto.Capital, Venezuela.",NA,2017-01-20T11:37:55,No name
837,RT @bbuk: Hands up who has completed their morning work out? @TheProdigalFox has. Go girl. _Ÿ’ª#CBB https://t.co/5YYRzT84fa,Nlcole_Wellman,,NA,2017-01-20T11:37:56,No name
838,RT @Vic_Waghorn: LOL  Let'em 'av it!@HeavyHeavyd get in there mate and knock'em bandy @barryanddarren @StorageHunterss @JaxAustinâ€_ ,dannylazarino,ParaÎ·Ã¡,NA,2017-01-20T11:37:58,No name
839,Can we get @stephen_bear on bit on the side! #cbb2017,sjladd,,NA,2017-01-20T11:38:01,No name
840,RT @bbuk: Hands up who has completed their morning work out? @TheProdigalFox has. Go girl. _Ÿ’ª#CBB https://t.co/5YYRzT84fa,ChloeAnneCudllp,Blackpool,NA,2017-01-20T11:38:05,No name
841,RT @bbuk: Hands up who has completed their morning work out? @TheProdigalFox has. Go girl. _Ÿ’ª#CBB https://t.co/5YYRzT84fa,nlckyclaireking,,NA,2017-01-20T11:38:06,No name
842,RT @bbuk: Hands up who has completed their morning work out? @TheProdigalFox has. Go girl. _Ÿ’ª#CBB https://t.co/5YYRzT84fa,avonklssess,,NA,2017-01-20T11:38:08,No name
843,"â€˜It was really, really badâ€™: Kim Woodburn â€˜had huge fall ... - https://t.co/iakYWiCszp #celebgossip #latestnewsâ€_ https://t.co/TK4n3xINrT",101gossipdotcom,,NA,2017-01-20T11:38:10,No name
844,CBB'sÂ Jasmine Waltz hangs out with naked AustinÂ Armacost https://t.co/TYEW3DBZZx https://t.co/8O8YNXDkvr,walkileaks,United States,NA,2017-01-20T11:38:11,No name
845,RT @Vic_Waghorn: LOL  Let'em 'av it!@HeavyHeavyd get in there mate and knock'em bandy @barryanddarren @StorageHunterss @JaxAustinâ€_ ,Hddgdrgvdf,,NA,2017-01-20T11:38:13,No name
846,RT @bbuk: Hands up who has completed their morning work out? @TheProdigalFox has. Go girl. _Ÿ’ª#CBB https://t.co/5YYRzT84fa,JamieStarkey4,The Mind,NA,2017-01-20T11:38:14,No name
847,"If my darling Calum presses the button &amp; puts me up for eviction, he will NOT have that big bulge anymore!!! #CBB #CBB2017 #CBBCalum",KimWoodburn69,Somewhere Near Bleach,NA,2017-01-20T11:38:16,No name
848,Kim's a brilliant house mate.Great Television #Notgoinganywhere. https://t.co/79Gti1sRhY,Bjessie100Linda,,NA,2017-01-20T11:38:22,No name
849,RT @bbuk: Hands up who has completed their morning work out? @TheProdigalFox has. Go girl. _Ÿ’ª#CBB https://t.co/5YYRzT84fa,Lovefobla_,Producto de un buen polvo.,NA,2017-01-20T11:38:23,No name
850,RT @bbuk: Hands up who has completed their morning work out? @TheProdigalFox has. Go girl. _Ÿ’ª#CBB https://t.co/5YYRzT84fa,gayguys81yurmom,,NA,2017-01-20T11:38:23,No name
851,RT @bbuk: Hands up who has completed their morning work out? @TheProdigalFox has. Go girl. _Ÿ’ª#CBB https://t.co/5YYRzT84fa,HillGemma4,Scotland,NA,2017-01-20T11:38:25,No name
852,RT @bbuk: Hands up who has completed their morning work out? @TheProdigalFox has. Go girl. _Ÿ’ª#CBB https://t.co/5YYRzT84fa,bengreenh4f,Cardiff,NA,2017-01-20T11:38:29,No name
853,RT @bbuk: Hands up who has completed their morning work out? @TheProdigalFox has. Go girl. _Ÿ’ª#CBB https://t.co/5YYRzT84fa,MarkStucke20,,NA,2017-01-20T11:38:31,No name
854,RT @bbuk: Hands up who has completed their morning work out? @TheProdigalFox has. Go girl. _Ÿ’ª#CBB https://t.co/5YYRzT84fa,sophroblnsonn,Harlow/Leeds,NA,2017-01-20T11:38:32,No name
855,RT @Julietannb: #NewMusicFriday check out 'Oxygen' written/produced by @planetjedward #cbb #CBBJedward #cbb #CBBBOTS https://t.co/EuLZvxC6n8,PatCashinPJ,"New Forest , Hampshire ",NA,2017-01-20T11:38:34,No name
856,RT @bbuk: Hands up who has completed their morning work out? @TheProdigalFox has. Go girl. _Ÿ’ª#CBB https://t.co/5YYRzT84fa,Bambr0ughSarah,"Student Nurse, Newcastleâœ¨",NA,2017-01-20T11:38:34,No name
857,RT @TophHooperton: I wish someone looked at me the way Spencer looks at hate-filled arguments. #cbb https://t.co/qx4NzYhwvW,Kieransnotwhite,"Portsmouth, England",NA,2017-01-20T11:38:43,No name
858,RT @bbuk: Hands up who has completed their morning work out? @TheProdigalFox has. Go girl. _Ÿ’ª#CBB https://t.co/5YYRzT84fa,KatlynnMarleee,,NA,2017-01-20T11:38:45,No name
859,"RT @KimWoodburn69: If my darling Calum presses the button &amp; puts me up for eviction, he will NOT have that big bulge anymore!!! #CBB #CBB20â€_",NetflixLyfe,Fuck Knows ,NA,2017-01-20T11:38:46,No name
860,RT @bbuk: Hands up who has completed their morning work out? @TheProdigalFox has. Go girl. _Ÿ’ª#CBB https://t.co/5YYRzT84fa,sami8402776,,NA,2017-01-20T11:38:47,No name
861,RT @bbuk: Hands up who has completed their morning work out? @TheProdigalFox has. Go girl. _Ÿ’ª#CBB https://t.co/5YYRzT84fa,TheioveAuthor,,NA,2017-01-20T11:38:54,No name
862,RT @FR15BY: We've all been there _Ÿ˜‚_Ÿ˜‚_Ÿ˜‚ #cbb https://t.co/qIIMkuWZzP,AbiWillis15,"Northampton, England",NA,2017-01-20T11:38:56,No name
863,RT @bbuk: Hands up who has completed their morning work out? @TheProdigalFox has. Go girl. _Ÿ’ª#CBB https://t.co/5YYRzT84fa,MlkBarretoOK,AgustÃ_n Orionâ™¡||Pablo Lescanoâù_,NA,2017-01-20T11:38:57,No name
864,Get @stephen_bear in the #CBB house!!! #CBBBEAR @bbuk,daviddahero,"Cardiff, Wales",NA,2017-01-20T11:38:59,No name
865,The way @BiancaGascoigne just comes along to give @Mrjamieohara1 a yoghurt.. they're in their own happy bubble_Ÿ˜‚âù_â€_ https://t.co/OUgA85V5R6,Naomilawrence94,"Croydon, London",NA,2017-01-20T11:39:05,No name
866,RT @brandooncotton: When your mum comes home and starts shouting #CBB https://t.co/MZq9bjDph4,abiholeymanxo,,NA,2017-01-20T11:39:09,No name
867,RT @charll0uise: I knew chloe was shocking in geordie shore but on CBB she seems on a different level _Ÿ˜_,annienolloth,cardiff,NA,2017-01-20T11:39:11,No name
868,RT @bbuk: EXCLUSIVE: We can reveal that Kim is one of the housemates facing eviction this week. How do you think she handlesâ€_ ,Stacey_MW_WL,Waff/Jarra- South Tyneside :) ,NA,2017-01-20T11:39:21,No name
869,RT @bbuk: Hands up who has completed their morning work out? @TheProdigalFox has. Go girl. _Ÿ’ª#CBB https://t.co/5YYRzT84fa,C_Bennett59,Glasgow/Dundee,NA,2017-01-20T11:39:21,No name
870,RT @bbuk: Hands up who has completed their morning work out? @TheProdigalFox has. Go girl. _Ÿ’ª#CBB https://t.co/5YYRzT84fa,CaltyONeil,Connecticut,NA,2017-01-20T11:39:23,No name
871,RT @eileencum55: #CBB IF you took Jedward out of that House you'd be left with a total bunch of neurotic egotistical OTT pre and post menopâ€_,ThereOnTheMoon,,NA,2017-01-20T11:39:25,No name
872,RT @bbuk: Hands up who has completed their morning work out? @TheProdigalFox has. Go girl. _Ÿ’ª#CBB https://t.co/5YYRzT84fa,SeleneTymklw,,NA,2017-01-20T11:39:27,No name
873,RT @bbuk: Hands up who has completed their morning work out? @TheProdigalFox has. Go girl. _Ÿ’ª#CBB https://t.co/5YYRzT84fa,EmlleJohnSawyer,London,NA,2017-01-20T11:39:31,No name
874,RT @SharanAdlem: Love CBB Jedward in their superhero costumes they look excellent @planetjedward #CBBJedward #CBB #CBBUK #celebritybigbrothâ€_,ThereOnTheMoon,,NA,2017-01-20T11:39:31,No name
875,RT @bbuk: Hands up who has completed their morning work out? @TheProdigalFox has. Go girl. _Ÿ’ª#CBB https://t.co/5YYRzT84fa,J4keCreamcraks,,NA,2017-01-20T11:39:33,No name
876,RT @brandooncotton: When your mum comes home and starts shouting #CBB https://t.co/MZq9bjDph4,katiebate1,,NA,2017-01-20T11:39:34,No name
877,RT @Vic_Waghorn: LOL  Let'em 'av it!@HeavyHeavyd get in there mate and knock'em bandy @barryanddarren @StorageHunterss @JaxAustinâ€_ ,KayeeChanxx,,NA,2017-01-20T11:39:35,No name
878,RT @bbuk: Hands up who has completed their morning work out? @TheProdigalFox has. Go girl. _Ÿ’ª#CBB https://t.co/5YYRzT84fa,N4tha_Castaneda,pereira,NA,2017-01-20T11:39:35,No name
879,"RT @Lumos7: The best of Kim Woodburn so far on Celebrity Big Brother #CBB #CBBKim _Ÿ˜‚ Part 1 https://t.co/o3BYUMx1Fr",MarcusDelCrowe,,NA,2017-01-20T11:39:36,No name
880,RT @bbuk: Hands up who has completed their morning work out? @TheProdigalFox has. Go girl. _Ÿ’ª#CBB https://t.co/5YYRzT84fa,treytrey7766,Luton | Bedford,NA,2017-01-20T11:39:36,No name
881,RT @bbuk: Hands up who has completed their morning work out? @TheProdigalFox has. Go girl. _Ÿ’ª#CBB https://t.co/5YYRzT84fa,mazlnabox,Nr Matlock Derbyshire,NA,2017-01-20T11:39:38,No name
882,RT @bbuk: Hands up who has completed their morning work out? @TheProdigalFox has. Go girl. _Ÿ’ª#CBB https://t.co/5YYRzT84fa,Alex_Barnes9570,,NA,2017-01-20T11:39:40,No name
883,RT @bbuk: Hands up who has completed their morning work out? @TheProdigalFox has. Go girl. _Ÿ’ª#CBB https://t.co/5YYRzT84fa,paulbox48,,NA,2017-01-20T11:39:40,No name
884,RT @bbuk: Hands up who has completed their morning work out? @TheProdigalFox has. Go girl. _Ÿ’ª#CBB https://t.co/5YYRzT84fa,emma_brlscoe,"workington, cumbria",NA,2017-01-20T11:39:41,No name
885,@JessLucyWeal _Ÿ˜__Ÿ˜__Ÿ˜‚_Ÿ˜‚_Ÿ˜‚ https://t.co/n1SpRQKmgy,SophieWeal,,NA,2017-01-20T11:39:45,No name
886,RT @bbuk: Hands up who has completed their morning work out? @TheProdigalFox has. Go girl. _Ÿ’ª#CBB https://t.co/5YYRzT84fa,AgustlnLopezOkk,"Bahia Blanca, Buenos Aires ",NA,2017-01-20T11:39:46,No name
887,Loving the cold sun.  #gym time. I think I better start watching #cbb coz that all everyone seems to be taking about. _Ÿ_£_Ÿ_£,MrKrisJames,"London, England",NA,2017-01-20T11:39:47,No name
888,RT @planetjedward: We should have a presidential election in the house! After all we did perform and hangout with Barack Obama!â€_ ,laurenhamiltonx,"Glasgow, Scotland",NA,2017-01-20T11:39:47,No name
889,RT @laurenrosecox: CHLOE FERRY IS SOMIN' ELSE _Ÿ˜‚_Ÿ˜‚_Ÿ˜‚_Ÿ˜‚_Ÿ_£_Ÿ˜©_Ÿ˜©_Ÿ˜©_Ÿ˜‚_Ÿ˜__Ÿ˜__Ÿ˜__Ÿ˜__Ÿ_£_Ÿ_£ #cbb,annienolloth,cardiff,NA,2017-01-20T11:39:50,No name
890,RT @bbuk: Hands up who has completed their morning work out? @TheProdigalFox has. Go girl. _Ÿ’ª#CBB https://t.co/5YYRzT84fa,aowad7440,instagram:aowad2013,NA,2017-01-20T11:39:53,No name
891,RT @bbuk: Hands up who has completed their morning work out? @TheProdigalFox has. Go girl. _Ÿ’ª#CBB https://t.co/5YYRzT84fa,camlleizy,Santiago ,NA,2017-01-20T11:39:55,No name
892,RT @MeOnTheTelly: Ooh. One #cbb housemate to be given series-long IMMUNITY tonight. Please let it be #Kim #Kimsus https://t.co/B4cXDhwiWy,gemma_152,Clee,NA,2017-01-20T11:39:59,No name
893,"TOÃ‘O TAMBIÃ‰N LE REGALÃ“ UNA CHUPA A KIM WOODBURN, AYUDA!!!! @MrsMuerta https://t.co/tJgA2TUmRS",basiliskkkkk,"CataluÃ±a, EspaÃ±a",NA,2017-01-20T11:40:00,No name
894,RT @bbuk: Hands up who has completed their morning work out? @TheProdigalFox has. Go girl. _Ÿ’ª#CBB https://t.co/5YYRzT84fa,marionmotlop,"Adelaide, Australia",NA,2017-01-20T11:40:03,No name
895,RT @bbuk: Hands up who has completed their morning work out? @TheProdigalFox has. Go girl. _Ÿ’ª#CBB https://t.co/5YYRzT84fa,allson_stott,,NA,2017-01-20T11:40:02,No name
896,RT @bbuk: Hands up who has completed their morning work out? @TheProdigalFox has. Go girl. _Ÿ’ª#CBB https://t.co/5YYRzT84fa,Matlasitaliano,,NA,2017-01-20T11:40:05,No name
897,RT @bbuk: Hands up who has completed their morning work out? @TheProdigalFox has. Go girl. _Ÿ’ª#CBB https://t.co/5YYRzT84fa,N_alsofl,,NA,2017-01-20T11:40:06,No name
898,RT @bbuk: Hands up who has completed their morning work out? @TheProdigalFox has. Go girl. _Ÿ’ª#CBB https://t.co/5YYRzT84fa,PaklsRights,Leeds ,NA,2017-01-20T11:40:06,No name
900,RT @Vic_Waghorn: LOL  Let'em 'av it!@HeavyHeavyd get in there mate and knock'em bandy @barryanddarren @StorageHunterss @JaxAustinâ€_ ,ISABELWATERS123,Dublin,NA,2017-01-20T11:40:11,No name
901,RT @Vic_Waghorn: LOL  Let'em 'av it!@HeavyHeavyd get in there mate and knock'em bandy @barryanddarren @StorageHunterss @JaxAustinâ€_ ,BauteEmile,,NA,2017-01-20T11:40:13,No name
902,RT @bbuk: Hands up who has completed their morning work out? @TheProdigalFox has. Go girl. _Ÿ’ª#CBB https://t.co/5YYRzT84fa,Marissa_Lynn_53,Springfield,NA,2017-01-20T11:40:27,No name
903,RT @bbuk: Hands up who has completed their morning work out? @TheProdigalFox has. Go girl. _Ÿ’ª#CBB https://t.co/5YYRzT84fa,elgabl_rc,Rosario  | wsp: 3416935118,NA,2017-01-20T11:40:31,No name
904,RT @bbuk: Hands up who has completed their morning work out? @TheProdigalFox has. Go girl. _Ÿ’ª#CBB https://t.co/5YYRzT84fa,sparkr0cker,Sydney,NA,2017-01-20T11:40:35,No name
905,RT @bbuk: Hands up who has completed their morning work out? @TheProdigalFox has. Go girl. _Ÿ’ª#CBB https://t.co/5YYRzT84fa,WhoieTruthHurts,,NA,2017-01-20T11:40:37,No name
906,RT @bbuk: Hands up who has completed their morning work out? @TheProdigalFox has. Go girl. _Ÿ’ª#CBB https://t.co/5YYRzT84fa,Alixlouise28,Liverpool,NA,2017-01-20T11:40:38,No name
907,RT @bbuk: Hands up who has completed their morning work out? @TheProdigalFox has. Go girl. _Ÿ’ª#CBB https://t.co/5YYRzT84fa,deml_llouise,England,NA,2017-01-20T11:40:42,No name
908,RT @simicocopops: Kim spotting an opportunity to start in the bedroom ... #CBB https://t.co/XWBiOqQ88W,NetflixLyfe,Fuck Knows ,NA,2017-01-20T11:40:47,No name
909,RT @bbuk: Hands up who has completed their morning work out? @TheProdigalFox has. Go girl. _Ÿ’ª#CBB https://t.co/5YYRzT84fa,MlssSorayaxo,Watford,NA,2017-01-20T11:40:50,No name
910,RT @bbuk: Hands up who has completed their morning work out? @TheProdigalFox has. Go girl. _Ÿ’ª#CBB https://t.co/5YYRzT84fa,rachaeimorello,"Santa Monica, CA",NA,2017-01-20T11:40:51,No name
911,RT @bbuk: Hands up who has completed their morning work out? @TheProdigalFox has. Go girl. _Ÿ’ª#CBB https://t.co/5YYRzT84fa,sol8an416,,NA,2017-01-20T11:40:53,No name
912,RT @bbuk: Hands up who has completed their morning work out? @TheProdigalFox has. Go girl. _Ÿ’ª#CBB https://t.co/5YYRzT84fa,RyanWood0453,"Isle of wight, Ryde",NA,2017-01-20T11:40:54,No name
913,RT @bbuk: Hands up who has completed their morning work out? @TheProdigalFox has. Go girl. _Ÿ’ª#CBB https://t.co/5YYRzT84fa,J0eOkpara_,Worldwide!!,NA,2017-01-20T11:40:59,No name
914,RT @F4JOfficial: Celebrity Big Brother 'Jamie was forced to turn to #Fathers4Justice for help accessing his kids' #cbb #daniellelloyd httpsâ€_,KsaeedL,,NA,2017-01-20T11:40:59,No name
915,"Hate when they fuck with nominations&amp;give people immunity.It never works,remember that vile hag Helen Wood getting pass to the final? #cbb",LilMissDinky,Up North,NA,2017-01-20T11:40:59,No name
916,#CBB #CBBBOTS #CBBKim #CBBUK #KimWoodburn #HowCleanIsYourHouse @AlanCarr @bbuk https://t.co/hfmcfuK2j5,ItsKimWoodburn,,NA,2017-01-20T11:41:06,No name
917,RT @bbuk: Hands up who has completed their morning work out? @TheProdigalFox has. Go girl. _Ÿ’ª#CBB https://t.co/5YYRzT84fa,LuvTheLlllster,AUS,NA,2017-01-20T11:41:08,No name
918,RT @LornaSpaine: I wish someone looked at me the way Spencer looks at drama kicking off. #cbb https://t.co/Boi9G2l2uE,shantrozay,,NA,2017-01-20T11:41:10,No name
919,Sorry but if that was a guy trying to get into a lassies bed he'd be labelled a creep. I think that Calum is uncomfortable af #cbb #cbbuk,setyourgoals_,"Scotland, United Kingdom",NA,2017-01-20T11:41:11,No name
920,RT @bbuk: Hands up who has completed their morning work out? @TheProdigalFox has. Go girl. _Ÿ’ª#CBB https://t.co/5YYRzT84fa,72FMCo,"BogotÃ¡, Colombia",NA,2017-01-20T11:41:18,No name
921,"RT @rspruijt: #Windows10 ""To CBB or to LTSB? That is the question"" https://t.co/9sC3DpnTxL by @AppSenseBigot &gt;&gt; indeed question mâ€_ ",TheSmileySE,Adelaide,NA,2017-01-20T11:41:21,No name
922,"RT @The_JamesJordan: If Kim gets removed from the house I wonder if she will still want that cleaning job I offered her? @bbuk #CBB #CBBâ€_",TaniaRahman_,South Wales,NA,2017-01-20T11:41:24,No name
923,RT @bbuk: Hands up who has completed their morning work out? @TheProdigalFox has. Go girl. _Ÿ’ª#CBB https://t.co/5YYRzT84fa,Shuab24,Dreamville,NA,2017-01-20T11:41:38,No name
924,"RT @BBUKDiaryRoom: Kim: ""My First Nomination is Nicole"" Nicola: ""Nicola""Kim: ""Shut Up"" #CBB #CBBKim #CBBNicola https://t.co/AoltzP9Wa5",gemma_152,Clee,NA,2017-01-20T11:41:40,No name
925,RT @bbuk: Hands up who has completed their morning work out? @TheProdigalFox has. Go girl. _Ÿ’ª#CBB https://t.co/5YYRzT84fa,NatalleSusanX,,NA,2017-01-20T11:41:42,No name
926,RT @bbuk: Hands up who has completed their morning work out? @TheProdigalFox has. Go girl. _Ÿ’ª#CBB https://t.co/5YYRzT84fa,Beiu_Urdaneta,,NA,2017-01-20T11:41:45,No name
927,RT @Vic_Waghorn: LOL  Let'em 'av it!@HeavyHeavyd get in there mate and knock'em bandy @barryanddarren @StorageHunterss @JaxAustinâ€_ ,707_sebastian,,NA,2017-01-20T11:41:51,No name
928,RT @bbuk: Hands up who has completed their morning work out? @TheProdigalFox has. Go girl. _Ÿ’ª#CBB https://t.co/5YYRzT84fa,rosieannlewis,Essex,NA,2017-01-20T11:41:52,No name
929,RT @Loads_Of_Polls: Final results_Ÿ’¥ #CBB #cbbjedward #jedward https://t.co/sde8DaWbjP,ThereOnTheMoon,,NA,2017-01-20T11:41:54,No name
930,"RT @_jlovell: ""Aggressive confrontations and intense scenes of emotional distress"" #cbb https://t.co/YNYGs4ElxE",alathene_,Essex,NA,2017-01-20T11:41:55,No name
931,RT @simicocopops: Kim spotting an opportunity to start in the bedroom ... #CBB https://t.co/XWBiOqQ88W,LilMissDinky,Up North,NA,2017-01-20T11:41:58,No name
933,She's a pain in arse _Ÿ˜£ https://t.co/f0RFT6m5Mh,jules4108,"England, United Kingdom",NA,2017-01-20T11:42:12,No name
934,@bbuk why the hell has Kim not been removed from that house! Jesus christ get her out! Horrible horrible woman! #cbb,JadeReid90,"Catterick Garrison, England",NA,2017-01-20T11:42:15,No name
935,RT @CBigBrotherUK: When your mum gets back from work and starts shouting #CBB https://t.co/SWcIpkWFZi,jordaanlesliee,,NA,2017-01-20T11:42:19,No name
937,RT @bbuk: EXCLUSIVE: We can reveal that Kim is one of the housemates facing eviction this week. How do you think she handlesâ€_ ,caitriona2016,The Land of Shamrocks & Enya ,NA,2017-01-20T11:42:31,No name
938,"RT @Whollwin: I don't get why everyone is OK about James C not wearing the costume, they would be fuming with anyone else! _Ÿ˜¡ #CBB",Bjessie100Linda,,NA,2017-01-20T11:42:38,No name
939,RT @Loads_Of_Polls: What's your opinion of #Jedward in #CBB #CBBJedward #JedwardCBB,baldwinlaura,"Stoke-on-Trent, England",NA,2017-01-20T11:42:42,No name
940,Someone get #CBBChloe some crayons and a helmet. #CBB #CBBUK,Queemedian,"London, England",NA,2017-01-20T11:42:46,No name
941,Danielle Lloyd comforted by Big Brother housemate following HORRIFIC abuse photos https://t.co/cTv9nRSAOd https://t.co/DXQCLW2pIq,Billye772,,NA,2017-01-20T11:42:47,No name
942,RT @MeOnTheTelly: This whole series of #CBB in one single meme https://t.co/QIUMOtvPMw,Emmaconnor4,,NA,2017-01-20T11:42:51,No name
943,RT @Vic_Waghorn: LOL  Let'em 'av it!@HeavyHeavyd get in there mate and knock'em bandy @barryanddarren @StorageHunterss @JaxAustinâ€_ ,broeske_colton,,NA,2017-01-20T11:42:52,No name
944,RT @bbspy: Jedward still leading our #CBB Popularity Poll - Kim is in fourth place! Vote for your favourite housemate here: https://t.co/tHâ€_,baldwinlaura,"Stoke-on-Trent, England",NA,2017-01-20T11:42:53,No name
945,"RT @bbuk: Psst, wanna know what happened in the #CBB House on Day 17? Here you go! https://t.co/vGmkk5Z8CZ https://t.co/R6SEbZzjiN",markrobins1990,,NA,2017-01-20T11:42:57,No name
946,One of my colleagues has started loudly watching videos of Kim Woodburn rants from CBB and I ALWAYS think it's Theresa May at first.,VilinskiKonjic,.,NA,2017-01-20T11:43:13,No name
947,RT @laurenrosecox: Jedward are literally my favourite people... bloody comedy gold  _Ÿ˜‚_Ÿ˜‚_Ÿ˜‚_Ÿ˜‚_Ÿ˜‚_Ÿ˜‚_Ÿ˜‚_Ÿ_£_Ÿ_£_Ÿ_£_Ÿ_£_Ÿ_£ #CBB #CBBJedward,Hippyshake3,,NA,2017-01-20T11:43:14,No name
948,RT @planetjedward: Y to the O to the L to the O!! YOLO (You only live once) this has been a very informative tweet #CBBJedward #CBB,SandyJED,"Europe, Greece",NA,2017-01-20T11:43:27,No name
949,RT @eileencum55: #CBB IF you took Jedward out of that House you'd be left with a total bunch of neurotic egotistical OTT pre and post menopâ€_,Hippyshake3,,NA,2017-01-20T11:43:30,No name
950,"RT @The_JamesJordan: If Kim gets removed from the house I wonder if she will still want that cleaning job I offered her? @bbuk #CBB #CBBâ€_",FraserA123,billericay,NA,2017-01-20T11:43:32,No name
